alim_code	kcal	protein	glucid	lipid
16040	900.0	0.0	0.0	100.0
16060	900.0	0.0	0.0	100.0
16080	899.0	0.5	0.0	99.8
16110	900.0	0.0	0.0	100.0
16128	900.0	0.0	0.0	100.0
16129	900.0	0.0	0.0	100.0
16150	900.0	0.0	0.0	100.0
16200	900.0	0.0	0.0	100.0
17001	900.0	0.21	0.0	99.9
17020	900.0	0.0	0.0	100.0
17030	900.0	0.0	0.0	100.0
17040	900.0	0.5	0.0	99.9
17100	900.0	0.0	0.0	100.0
17110	900.0	0.0	0.0	100.0
17126	900.0	0.0	0.0	100.0
17130	900.0	0.0	0.0	100.0
17170	900.0	0.0	0.0	100.0
17180	900.0	0.0	0.0	100.0
17190	900.0	0.0	0.0	100.0
17210	900.0	0.0	0.0	100.0
17220	900.0	0.0	0.0	100.0
17270	900.0	0.5	0.0	99.9
17325	900.0	0.0	0.0	100.0
17350	900.0	0.0	0.0	100.0
17390	900.0	0.0	0.0	100.0
17400	900.0	0.0	0.0	100.0
17420	900.0	0.0	0.0	100.0
17440	901.0	0.5	0.0	100.0
17700	896.0	0.0	0.0	99.5
17701	900.0	0.0	0.0	100.0
17900	889.0	0.0	0.0	98.7
16614	722.0	0.5	0.5	80.0
16615	726.0	0.39	0.3	80.4
16616	631.0	0.13	0.24	70.0
16654	548.0	0.5	0.55	60.6
16719	608.0	0.16	0.24	67.4
16725	532.0	0.28	0.24	58.9
16733	366.0	1.44	3.0	38.6
16734	358.0	0.9	3.05	38.0
16736	349.0	0.0	0.0	38.8
16737	521.0	0.15	0.18	57.8
16738	523.0	0.2	0.2	58.0
16739	548.0	0.5	0.0	60.8
16740	491.0	0.083	0.12	54.5
16741	536.0	0.5	0.18	59.3
16742	325.0	0.1	2.5	35.0
16743	490.0	0.4	0.6	54.0
16744	481.0	0.4	0.6	53.0
16745	397.0	1.69	5.6	40.9
16746	370.0	1.5	5.6	38.0
17630	900.0	0.0	0.0	100.0
17640	900.0	0.0	0.0	100.0
17645	900.0	0.0	0.0	100.0
17650	900.0	0.0	0.0	100.0
16520	896.0	0.0	0.0	99.5
16530	810.0	2.92	0.0	88.7
16540	898.0	0.0	0.0	99.8
16550	898.0	0.0	0.0	99.8
16560	898.0	0.0	0.0	99.8
16570	898.0	0.0	0.0	99.8
11008	99.0	1.27	21.4	0.19
11100	136.0	0.56	30.3	0.6
11104	45.5	7.08	3.64	0.1
11194	81.2	9.3	10.9	0.0
11215	218.0	2.19	6.8	19.2
11217	135.0	1.38	31.2	0.5
11219	68.0	3.56	5.05	3.0
11132	77.4	1.02	10.6	3.16
11170	63.1	1.17	7.41	2.71
11179	370.0	3.94	6.6	35.4
25600	113.0	0.94	3.14	10.2
11300	277.0	3.8	26.2	16.8
39700	105.0	3.44	16.7	2.5
11004	19.4	1.06	0.78	0.6
11013	152.0	6.92	4.33	11.2
11018	22.6	0.04	0.62	0.1
11021	142.0	6.6	2.2	9.9
11091	125.0	0.69	25.8	0.6
11097	36.0	1.25	5.0	0.35
13131	332.0	2.19	0.1	33.3
13184	162.0	1.39	0.043	16.5
11001	240.0	10.2	19.7	13.3
11169	343.0	8.5	59.5	7.4
11171	341.0	7.4	66.3	4.9
11172	260.0	5.0	7.0	23.0
11174	233.0	11.3	20.8	11.5
11175	248.0	44.5	17.0	0.2
11176	11.3	2.0	0.8	0.01
11304	40.9	3.15	2.4	2.05
25525	38.5	2.12	3.2	0.73
25918	213.0	10.3	17.7	11.1
25970	212.0	11.6	28.9	5.4
25971	197.0	10.8	30.9	3.1
11044	49.0	1.81	4.14	2.53
11005	301.0	14.5	2.63	14.0
11006	335.0	8.98	58.3	4.24
11015	330.0	13.3	39.5	7.5
11019	310.0	11.4	48.3	2.11
11025	243.0	3.87	27.5	1.22
11026	346.0	12.4	13.0	17.8
11039	352.0	11.4	61.5	5.85
11042	427.0	17.8	33.7	22.3
11048	507.0	6.26	28.5	36.3
11049	319.0	14.1	19.1	12.9
11052	335.0	5.97	31.6	13.0
11053	353.0	7.61	48.6	8.36
11056	348.0	6.09	50.5	8.69
11061	551.0	19.7	13.7	43.1
11064	334.0	19.8	11.9	14.6
11065	240.0	0.05	2.41	0.0
11066	326.0	15.7	12.5	14.9
11074	32.9	1.1	3.4	1.1
11075	321.0	10.8	40.5	6.7
11077	350.0	27.1	33.8	6.41
11081	346.0	12.4	37.7	10.4
11088	376.0	12.0	29.4	17.3
11089	291.0	9.68	44.4	3.25
11098	57.7	0.03	14.4	0.0
11000	111.0	5.31	18.6	0.5
11002	39.9	3.72	3.63	0.6
11003	29.7	2.57	2.1	0.52
11014	43.0	3.71	3.48	0.63
11027	57.6	3.52	5.3	0.84
11033	34.8	3.35	2.55	0.47
11068	121.0	3.31	6.6	5.86
11069	36.7	4.0	0.97	0.5
11070	107.0	5.56	10.5	1.68
11080	49.4	3.58	4.15	0.8
11093	48.2	3.93	3.9	1.1
11094	22.3	2.13	0.87	0.52
11306	127.0	5.56	23.8	0.5
11307	130.0	6.0	22.0	0.4
11023	344.0	16.7	62.8	0.77
11024	291.0	29.0	16.8	5.34
11029	283.0	19.9	22.2	6.03
11032	244.0	23.0	10.1	4.07
11034	276.0	12.7	20.3	7.04
11035	265.0	9.0	26.4	4.28
11036	328.0	4.88	21.5	15.2
11037	320.0	10.6	20.4	12.8
11038	285.0	9.11	26.9	7.43
11060	283.0	11.5	23.0	7.2
11062	264.0	6.73	23.0	5.91
51500	239.0	23.0	12.7	1.8
20984	184.0	14.1	5.7	2.51
20985	206.0	15.9	13.8	2.03
20986	204.0	10.3	23.6	1.07
20987	255.0	31.5	10.5	1.63
20988	227.0	17.2	22.6	1.33
20990	224.0	8.38	24.2	2.65
20991	217.0	9.51	25.6	1.13
20992	239.0	10.1	28.3	2.63
20993	243.0	16.5	18.8	3.54
20994	194.0	7.41	15.7	1.33
20995	224.0	13.7	18.8	2.47
20996	234.0	16.6	21.5	2.3
20998	211.0	7.22	18.5	2.78
20999	187.0	12.3	6.28	1.53
42000	96.8	6.3	11.1	2.75
42003	90.6	6.65	10.4	2.45
42004	82.0	5.97	10.1	1.73
42005	87.0	6.07	10.2	2.28
9640	359.0	15.8	51.0	6.48
9641	226.0	8.36	6.65	0.92
9643	398.0	13.9	28.1	20.9
9647	344.0	15.7	46.0	6.09
9660	375.0	29.2	35.1	9.5
11007	348.0	86.9	0.0	0.1
11009	334.0	40.4	21.8	4.5
11507	0.4	0.1	0.0	0.0
20906	54.3	5.0	1.53	2.9
20924	60.7	0.5	14.6	0.3
31047	278.0	0.0	62.0	0.0
31109	358.0	21.9	52.5	4.2
31111	285.0	17.5	37.7	5.17
37000	261.0	7.7	51.1	2.6
37002	232.0	6.9	44.6	2.7
42200	779.0	0.0	8.0	83.0
3000	496.0	10.7	55.0	25.3
3002	484.0	11.4	56.3	23.2
13161	82.1	2.1	11.6	2.83
13162	67.6	1.71	7.7	3.0
13163	83.7	1.94	12.1	2.7
13169	84.2	2.31	11.6	2.8
13170	86.3	2.18	12.6	2.78
13171	75.5	1.81	10.4	2.6
13173	85.5	1.86	12.7	2.89
13182	86.3	2.18	12.6	2.78
19012	60.9	1.25	7.77	2.71
19013	71.8	1.19	8.04	3.79
19014	65.1	1.19	8.23	2.9
20246	26.3	0.9	3.8	0.5
20247	41.7	1.3	6.45	0.8
20248	42.9	1.2	6.9	0.7
20249	70.2	2.38	9.12	2.3
20250	77.5	2.1	8.1	3.5
20251	71.6	2.88	8.53	2.3
20252	38.5	1.0	5.88	0.91
20253	59.5	1.5	7.19	2.5
20254	70.3	2.56	8.59	2.4
42603	59.0	3.6	5.9	1.6
42604	54.9	2.8	6.77	1.31
42605	75.7	2.5	8.95	2.9
42606	68.3	2.82	9.02	1.98
13164	90.0	3.25	11.3	3.1
13165	93.8	3.38	11.7	3.3
13166	100.0	3.13	12.5	3.5
13167	393.0	5.1	88.3	1.7
13168	391.0	10.0	81.1	2.0
24689	439.0	7.5	73.3	12.3
42501	396.0	8.5	85.0	1.9
